-54	-42	
-58	-41	
-62	-39	
-62	-35	
-61	-31	
-56	-22	
-51	-19	
-42	-13	
-29	-8	
-16	-4	
-1	0	
13	1	
30	5	
45	6	
62	7	
76	6	
88	6	
97	5	
101	2	
106	0	
107	-2	
105	-3	
101	-6	
93	-12	
78	-18	
66	-25	
52	-34	
42	-40	
30	-47	
19	-51	
9	-55	
0	-58	
-8	-57	
-15	-54	
-15	-48	
-21	-42	
-24	-32	
-30	-25	
-33	-17	
-35	-9	
-36	-5	
-29	-1	
-22	-3	
-12	-7	
-1	-11	
13	-19	
28	-27	
42	-35	
54	-40	
63	-47	
66	-50	
60	-49	
51	-47	
41	-38	
28	-28	
14	-12	
3	7	
-9	24	
-16	40	
-21	58	
-21	74	
-15	87	
-8	99	
1	110	
8	115	
16	117	
18	114	
21	111	
24	108	
24	100	
26	93	
26	83	
24	74	
21	62	
18	49	
17	40	
17	30	
18	22	
14	14	
9	6	
4	2	
-8	-3	
-15	-6	
-22	-9	
-28	-8	
-36	-8	
-44	-9	
-49	-6	
-53	-6	
-53	-2	
-54	-2	
-49	1	
-43	7	
-41	10	
-35	15	
-29	16	
-22	22	
-17	23	
-12	23	
-6	25	
-2	24	
3	23	
5	18	
9	14	
11	10	
11	6	
12	0	
12	-4	
11	-5	
10	-8	
8	-9	
7	-7	
5	-7	
6	-4	
4	-3	
3	0	
2	5	
-2	6	
-2	9	
-4	10	
-3	11	
-2	9	
1	5	
3	2	
10	-4	
19	-12	
28	-21	
39	-30	
50	-38	
57	-47	
62	-53	
62	-58	
57	-56	
51	-54	
38	-49	
25	-37	
9	-26	
-4	-9	
-18	5	
-27	21	
-32	36	
-35	47	
-31	56	
-28	63	
-20	70	
-13	73	
-6	73	
0	72	
3	68	
5	64	
4	60	
4	57	
2	53	
1	48	
-2	41	
-3	31	
-2	22	
-2	12	
-1	3	
1	-5	
1	-15	
-1	-22	
-4	-27	
-10	-35	
-13	-36	
-20	-37	
-26	-33	
-32	-30	
-37	-26	
-41	-20	
-46	-16	
-44	-11	
-43	-9	
-38	-2	
-33	0	
-28	3	
-22	4	
-17	3	
-12	5	
-9	2	
-2	2	
0	3	
2	1	
4	0	
4	-2	
6	-3	
8	-4	
9	-5	
11	-6	
11	-6	
12	-5	
12	-8	
13	-7	
15	-6	
14	-6	
15	-3	
11	-2	
11	1	
10	3	
9	5	
6	7	
3	8	
1	9	
-2	8	
0	7	
4	3	
12	-4	
19	-10	
27	-19	
38	-30	
50	-40	
61	-49	
68	-55	
73	-62	
72	-65	
64	-66	
52	-61	
38	-54	
21	-44	
4	-27	
-13	-11	
-27	6	
-33	22	
-41	37	
-41	52	
-38	62	
-31	72	
-22	78	
-12	80	
-3	80	
2	75	
7	71	
6	63	
8	56	
6	47	
2	39	
-1	28	
-5	17	
-9	9	
-11	-2	
-11	-10	
-10	-16	
-10	-24	
-11	-30	
-13	-36	
-15	-41	
-19	-43	
-25	-46	
-27	-46	
-33	-45	
-37	-42	
-43	-43	
-48	-38	
-48	-31	
-48	-26	
-41	-17	
-36	-10	
-29	-1	
-23	6	
-16	10	
-8	15	
-2	20	
6	22	
10	22	
14	23	
12	22	
12	18	
13	13	
12	9	
12	7	
12	4	
11	-1	
10	-2	
9	-7	
9	-10	
11	-13	
11	-14	
11	-9	
8	-11	
6	-10	
-1	-10	
-2	-7	
-3	-6	
-8	-3	
-10	-1	
-15	-1	
-17	0	
-20	-3	
-22	-2	
-25	-1	
-25	-2	
-29	-2	
-33	-3	
-32	-4	
-31	-3	
-27	-5	
-20	-6	
-10	-11	
3	-15	
18	-22	
31	-30	
46	-37	
56	-46	
65	-52	
67	-58	
64	-58	
56	-56	
39	-51	
22	-43	
2	-32	
-16	-17	
-33	-1	
-46	15	
-57	31	
-64	42	
-64	52	
-63	60	
-57	66	
-50	70	
-45	68	
-37	68	
-33	62	
-30	57	
-28	49	
-27	41	
-28	33	
-30	19	
-28	7	
-30	-7	
-29	-18	
-31	-31	
-31	-44	
-29	-54	
-29	-64	
-30	-70	
-32	-77	
-36	-79	
-43	-79	
-48	-79	
-52	-76	
-55	-73	
-60	-67	
-62	-59	
-65	-51	
-64	-43	
-63	-34	
-57	-26	
-49	-17	
-42	-9	
-33	-1	
-27	2	
-17	6	
-11	5	
-4	5	
5	7	
10	3	
14	4	
15	0	
18	-2	
17	-5	
16	-5	
14	-4	
10	-4	
8	-5	
0	-9	
-2	-7	
-3	-8	
-5	-9	
-8	-9	
-9	-10	
-8	-10	
-10	-10	
-10	-11	
-9	-8	
-7	-7	
-8	-7	
-11	-8	
-13	-9	
-13	-9	
-16	-11	
-17	-11	
-15	-14	
-15	-13	
-16	-15	
-18	-17	
-15	-17	
-13	-18	
-7	-17	
-1	-16	
9	-18	
21	-21	
34	-27	
53	-33	
70	-39	
89	-44	
104	-50	
116	-57	
125	-62	
128	-69	
125	-67	
115	-65	
99	-58	
78	-49	
58	-40	
39	-26	
20	-11	
7	6	
-4	25	
-12	40	
-13	53	
-12	64	
-5	74	
2	82	
7	88	
13	90	
16	86	
18	83	
16	74	
16	67	
15	59	
14	49	
11	39	
10	26	
10	13	
9	1	
10	-7	
9	-15	
10	-22	
10	-24	
5	-27	
0	-28	
-4	-24	
-12	-20	
-16	-11	
-22	-4	
-26	3	
-27	10	
-30	17	
-32	22	
-30	26	
-26	33	
-22	33	
-13	34	
-7	34	
-2	33	
3	33	
6	31	
11	30	
17	29	
20	26	
23	23	
23	20	
19	19	
17	16	
17	14	
17	15	
16	14	
16	15	
13	13	
12	14	
12	14	
13	15	
19	17	
20	16	
20	17	
19	12	
18	10	
17	7	
12	5	
11	5	
6	4	
2	3	
-4	1	
-9	2	
-10	4	
-12	7	
-13	11	
-15	14	
-11	16	
-13	19	
-14	18	
-13	19	
-12	20	
-7	18	
-1	14	
6	6	
16	-1	
26	-12	
37	-20	
50	-33	
62	-42	
72	-49	
76	-61	
77	-66	
68	-69	
58	-65	
43	-61	
25	-50	
6	-37	
-13	-22	
-27	-5	
-41	10	
-50	28	
-55	44	
-54	55	
-51	67	
-45	75	
-36	77	
-27	78	
-21	76	
-17	73	
-12	65	
-8	58	
-7	49	
-6	41	
-5	30	
-6	19	
-6	12	
-7	0	
-5	-9	
-3	-17	
-6	-22	
-4	-25	
-5	-31	
-7	-34	
-10	-35	
-12	-36	
-15	-35	
-19	-31	
-22	-25	
-27	-22	
-27	-18	
-30	-14	
-30	-7	
-27	1	
-24	5	
-22	12	
-16	16	
-11	18	
-5	21	
1	21	
8	23	
12	23	
15	22	
18	20	
19	17	
22	15	
19	11	
18	10	
16	5	
13	3	
8	0	
5	-5	
6	-9	
3	-12	
1	-14	
0	-15	
-1	-16	
1	-16	
0	-17	
2	-15	
5	-13	
6	-11	
4	-6	
3	-7	
5	-2	
5	-1	
6	2	
7	4	
7	6	
7	8	
4	7	
3	9	
2	8	
1	9	
-1	8	
-6	6	
-9	5	
-17	3	
-19	3	
-18	1	
-13	0	
-3	-3	
10	-7	
24	-11	
38	-17	
54	-25	
70	-32	
85	-41	
95	-48	
97	-53	
92	-58	
80	-57	
59	-55	
39	-46	
16	-38	
-5	-22	
-26	-5	
-44	13	
-57	31	
-66	45	
-68	61	
-68	71	
-62	79	
-56	83	
-49	86	
-43	85	
-38	78	
-34	71	
-33	61	
-33	51	
-33	40	
-34	29	
-34	20	
-34	10	
-33	0	
-30	-9	
-28	-17	
-24	-23	
-20	-27	
-16	-31	
-14	-32	
-14	-34	
-14	-33	
-15	-34	
-18	-31	
-22	-28	
-27	-23	
-31	-17	
-37	-15	
-40	-7	
-43	-3	
-42	2	
-40	6	
-41	10	
-36	13	
-34	14	
-29	14	
-25	14	
-19	15	
-13	13	
-9	10	
-5	10	
-4	6	
1	4	
2	2	
4	-1	
6	-1	
5	-6	
4	-7	
1	-9	
-1	-11	
-2	-13	
-3	-16	
-4	-16	
-5	-16	
-5	-16	
-5	-16	
-5	-15	
-3	-15	
-3	-17	
-1	-16	
-1	-17	
-2	-15	
-2	-15	
-4	-18	
-6	-17	
-8	-18	
-7	-17	
-8	-13	
-8	-10	
-8	-5	
-9	-1	
-8	2	
-9	5	
-9	7	
-7	9	
-9	9	
-11	10	
-13	4	
-13	0	
-10	-6	
-5	-14	
6	-19	
17	-29	
30	-36	
43	-46	
57	-58	
70	-69	
80	-79	
87	-85	
86	-92	
80	-95	
65	-97	
45	-94	
24	-87	
-1	-77	
-22	-60	
-39	-42	
-54	-23	
-63	-3	
-68	15	
-67	33	
-63	48	
-53	60	
-41	69	
-30	72	
-20	73	
-17	68	
-11	64	
-8	54	
-6	45	
-3	35	
-1	21	
2	9	
4	-4	
10	-15	
17	-25	
25	-35	
31	-43	
33	-50	
36	-57	
36	-61	
35	-61	
32	-58	
26	-57	
20	-50	
11	-46	
4	-38	
-1	-30	
-3	-22	
-4	-10	
-6	-3	
-5	5	
-2	11	
2	17	
6	20	
11	23	
16	27	
21	28	
26	29	
30	29	
33	29	
37	28	
38	25	
41	25	
44	25	
46	24	
49	21	
48	18	
47	16	
46	12	
48	9	
48	10	
48	9	
46	8	
41	6	
36	6	
31	7	
25	7	
19	11	
14	12	
6	15	
-1	12	
-9	13	
-14	15	
-18	15	
-19	16	
-23	17	
-24	20	
-24	19	
-27	19	
-25	20	
-24	22	
-18	22	
-11	20	
-2	17	
8	15	
22	7	
39	-1	
54	-9	
71	-16	
86	-24	
95	-32	
99	-35	
95	-39	
88	-37	
74	-35	
55	-27	
34	-14	
13	-3	
-7	12	
-29	27	
-42	42	
-50	54	
-53	66	
-52	75	
-48	81	
-39	86	
-32	86	
-25	86	
-18	86	
-11	80	
-6	77	
-4	71	
-3	63	
-2	56	
0	46	
0	37	
2	25	
4	15	
5	1	
5	-9	
5	-19	
2	-28	
1	-32	
-3	-36	
-8	-36	
-12	-35	
-20	-32	
-24	-27	
-29	-22	
-31	-15	
-34	-10	
-33	-6	
-33	-1	
-34	1	
-32	4	
-31	6	
-27	8	
-24	10	
-21	11	
-17	13	
-13	14	
-12	18	
-8	19	
-3	19	
2	21	
5	18	
10	17	
11	14	
13	12	
14	10	
12	6	
15	3	
14	-1	
15	-1	
14	-4	
15	-4	
13	-3	
13	-5	
13	-5	
11	-8	
13	-8	
13	-9	
12	-11	
11	-11	
9	-12	
6	-12	
5	-12	
2	-10	
1	-6	
0	-2	
-3	3	
-8	7	
-12	11	
-16	13	
-19	12	
-17	15	
-13	13	
-4	11	
6	5	
17	-3	
33	-12	
48	-24	
65	-33	
80	-44	
91	-50	
96	-60	
93	-67	
84	-69	
69	-68	
52	-63	
30	-52	
10	-39	
-10	-23	
-28	-5	
-40	14	
-48	33	
-52	50	
-49	64	
-45	73	
-38	83	
-30	82	
-24	84	
-18	82	
-15	74	
-12	66	
-13	56	
-12	49	
-15	42	
-16	34	
-15	25	
-16	20	
-12	12	
-9	3	
-5	-1	
-2	-7	
0	-13	
3	-20	
3	-29	
2	-31	
-2	-33	
-6	-36	
-13	-34	
-21	-33	
-26	-28	
-32	-24	
-34	-18	
-37	-9	
-37	-2	
-33	3	
-31	6	
-24	13	
-16	15	
-8	18	
0	18	
6	17	
12	17	
16	14	
20	13	
22	13	
24	11	
24	9	
22	6	
21	4	
18	1	
15	-1	
13	-1	
12	-4	
11	-4	
8	-6	
7	-5	
6	-5	
4	-5	
3	-3	
0	-2	
-1	0	
-3	0	
-9	2	
-13	3	
-17	2	
-20	3	
-25	3	
-27	4	
-30	6	
-33	7	
-34	10	
-39	10	
-39	11	
-42	12	
-45	13	
-47	13	
-48	10	
-48	10	
-44	6	
-36	2	
-26	-2	
-12	-10	
5	-16	
23	-26	
42	-35	
58	-45	
70	-54	
79	-62	
78	-72	
73	-77	
61	-84	
45	-81	
23	-76	
1	-68	
-18	-54	
-37	-38	
-50	-19	
-61	-3	
-65	16	
-64	34	
-61	50	
-53	62	
-43	68	
-35	73	
-31	74	
-27	68	
-24	63	
-22	59	
-21	52	
-23	43	
-25	33	
-27	25	
-29	16	
-28	6	
-25	-5	
-21	-11	
-17	-18	
-14	-31	
-11	-37	
-9	-44	
-9	-48	
-10	-52	
-13	-53	
-15	-48	
-20	-47	
-24	-45	
-29	-43	
-35	-36	
-38	-31	
-41	-26	
-36	-19	
-34	-15	
-29	-12	
-25	-11	
-20	-7	
-15	-1	
-8	2	
0	5	
4	6	
8	5	
8	5	
8	2	
8	2	
6	-1	
5	-2	
4	-6	
-2	-9	
-3	-8	
-3	-7	
-1	-1	
1	4	
7	14	
12	24	
17	33	
22	42	
27	50	
33	57	
35	59	
35	56	
36	53	
33	44	
26	34	
21	22	
15	10	
11	-1	
2	-14	
-4	-23	
-10	-31	
-15	-34	
-20	-38	
-21	-40	
-15	-40	
-10	-43	
0	-44	
11	-47	
28	-49	
47	-51	
64	-56	
83	-58	
97	-63	
107	-67	
110	-72	
107	-74	
100	-71	
86	-69	
70	-60	
52	-52	
36	-40	
23	-28	
13	-12	
9	9	
8	32	
13	57	
24	82	
37	109	
51	134	
61	158	
72	181	
78	201	
83	214	
85	223	
85	222	
